,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros (tecnología),Total (tecnología),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros (velocidad),Total (velocidad)
574,2019,4,Tierra Del Fuego,13.261,26.821,- 0,- 0,310.0,40.392,11.0,0.0,23.593,5.05,1.848,139.0,1.962,9.648,42.251
575,2019,4,Tucumán,146.985,11.012,39.574,725,348.0,198.644,55.0,0.0,54.544,52.017,28.916,6.405,56.720,0.0,198.657
576,2020,1,Buenos Aires,673.237,2.210.349,720.688,85.443,18.334,3.708.051,38.215,36.802,1.122.034,236.421,247.977,205.78,1.802.583,28.935,3.718.747
577,2020,1,Capital Federal,184.494,1.097.635,38.898,3.911,28.556,1.353.494,264.0,312.0,169.651,102.254,89.665,85.899,906.009,0.0,1.354.054
578,2020,1,Catamarca,21.945,3.146,12.056,261,2.227,39.635,63.0,0.0,8.838,7.543,9.558,408.0,10.299,2.151,38.860
579,2020,1,Chaco,46.356,54.144,11.958,6.239,1.58,120.277,308.0,928.0,23.291,19.976,29.851,10.416,28.539,6.917,120.226
580,2020,1,Chubut,45.763,27.287,1.324,16.885,5.479,96.738,158.0,109.0,69.586,12.957,7.756,1.24,614,4.5,96.920
581,2020,1,Corrientes,51.126,53.231,2.172,2.437,5.004,113.970,72.0,527.0,33.479,21.382,26.679,7.351,19.467,4.78,113.737
582,2020,1,Córdoba,286.168,406.109,68.512,41.617,8.693,811.099,142.0,5.128,217.229,120.188,95.827,65.733,296.875,9.802,810.924
583,2020,1,Entre Ríos,90.368,95.434,13.245,18.737,14.062,231.846,130.0,4.081,72.280,47.132,41.125,11.988,39.794,13.762,230.292
584,2020,1,Formosa,21.068,8.887,1.800,14.510,169.0,46.434,1.127,342.0,23.761,6.5,6.564,964.0,6.918,100.0,46.276
585,2020,1,Jujuy,32.066,38.938,3.078,942,16.641,91.665,55.0,182.0,33.120,9.979,26.693,166.0,7.349,16.545,94.089
586,2020,1,La Pampa,8.553,53.755,13.821,11.295,1.802,89.226,293.0,811.0,72.740,7.199,3.029,1.342,2.113,1.618,89.145
587,2020,1,La Rioja,13.076,34.984,- 0,251,29.0,48.340,21.0,1.0,37.209,5.158,4.64,22.0,1.294,0.0,48.345
588,2020,1,Mendoza,91.955,50.251,28.059,12.465,722.0,183.452,58.0,40.0,140.410,12.285,17.489,2.86,3.818,0.0,176.960
589,2020,1,Misiones,51.458,69.452,1.220,460,10.962,133.552,71.0,524.0,36.622,21.271,26.433,11.581,26.313,10.885,133.700
590,2020,1,Neuquén,29.305,65.951,11.031,14.711,729.0,121.727,218.0,327.0,60.152,5.257,7.123,5.399,43.738,0.0,122.214
591,2020,1,Río Negro,47.756,38.479,10.381,11.222,18.362,126.200,114.0,466.0,69.154,2.93,7.857,3.199,25.488,17.719,126.927
592,2020,1,Salta,60.426,75.593,23.025,4.125,7.212,170.381,129.0,514.0,38.537,63.714,17.991,8.625,34.744,6.441,170.695
593,2020,1,San Juan,40.092,6.448,5.508,7.082,5.101,64.231,48.0,194.0,59.787,1.594,1.292,40.0,127,4.779,67.861
594,2020,1,San Luis,8.301,7.612,5,58.301,36.333,110.552,105.0,0.0,11.322,4.164,525.0,58.258,5,36.075,110.454
595,2020,1,Santa Cruz,12.845,15.766,1.026,6.817,2.368,38.822,67.0,11.0,27.447,4.993,5.169,529.0,119,0.0,38.335
596,2020,1,Santa Fe,302.366,383.673,35.123,30.488,19.468,771.118,696.0,2.994,217.553,196.826,104.56,48.448,173.823,17.656,762.556
597,2020,1,Santiago Del Estero,24.695,70.424,200,2.779,4.657,102.755,133.0,1.779,33.086,56.884,3.737,135.0,2.799,4.501,103.054
598,2020,1,Tierra Del Fuego,12.854,25.632,- 0,- 0,308.0,38.794,11.0,1.0,22.976,5.024,1.834,196.0,518,7.046,37.606
599,2020,1,Tucumán,143.184,10.494,44.687,1.355,347.0,200.067,52.0,97.0,49.555,50.383,31.096,1.73,67.536,0.0,200.449
600,2020,2,Buenos Aires,661.272,2.244.277,723.072,91.736,57.189,3.777.546,37.542,31.606,1.129.236,241.336,233.132,188.995,1.894.466,21.233,3.777.546
601,2020,2,Capital Federal,178.896,1.106.133,39.482,3.937,29.373,1.357.821,264.0,312.0,166.474,94.585,79.858,80.16,935.481,687.0,1.357.821
602,2020,2,Catamarca,26.968,3.641,14.878,261,2.228,47.976,63.0,0.0,8.801,8.69,10.242,426.0,16.578,3.176,47.976
603,2020,2,Chaco,46.816,56.017,17.266,6.452,1.581,128.132,308.0,928.0,24.350,21.14,29.044,12.082,33.311,6.969,128.132
604,2020,2,Chubut,45.761,38.279,1.324,17.678,5.614,108.656,158.0,109.0,69.578,22.188,10.537,1.473,614,3.999,108.656
605,2020,2,Corrientes,51.248,55.536,3.144,3.927,5.011,118.866,72.0,527.0,34.242,22.845,25.844,7.898,22.418,5.02,118.866
606,2020,2,Córdoba,282.858,415.007,85.818,44.522,8.263,836.468,168.0,4.383,219.025,125.932,89.53,63.216,325.243,8.971,836.468
607,2020,2,Entre Ríos,89.391,99.423,13.954,20.042,11.303,234.113,130.0,3.679,66.758,50.64,42.09,12.856,43.391,14.569,234.113
608,2020,2,Formosa,21.805,9.353,1.882,14.723,169.0,47.932,391.0,151.0,23.534,7.109,6.998,961.0,7.475,1.313,47.932
609,2020,2,Jujuy,32.705,38.938,5.057,952,16.664,94.316,55.0,182.0,30.548,10.519,26.829,209.0,9.417,16.557,94.316
610,2020,2,La Pampa,8.551,54.422,14.232,11.314,1.29,89.809,293.0,810.0,71.218,7.531,3.8,1.657,3.377,1.123,89.809
611,2020,2,La Rioja,16.885,34.984,1,250,35.0,52.155,21.0,1.0,37.375,5.661,4.686,73.0,4.336,2.0,52.155
612,2020,2,Mendoza,91.904,62.941,29.613,15.924,802.0,201.184,58.0,40.0,142.253,12.439,35.274,3.248,5.422,2.45,201.184
613,2020,2,Misiones,50.792,74.497,2.579,3.319,9.153,140.340,71.0,524.0,39.867,23.719,26.445,12.305,28.763,8.646,140.340
614,2020,2,Neuquén,30.256,67.990,11.037,15.755,1.134,126.172,218.0,327.0,61.171,6.103,6.625,5.296,46.432,0.0,126.172
615,2020,2,Río Negro,49.756,39.650,10.382,11.331,18.367,129.486,114.0,466.0,70.817,3.335,7.498,3.246,26.953,17.057,129.486
616,2020,2,Salta,59.502,81.740,24.289,5.123,7.108,177.762,129.0,514.0,41.801,64.463,16.989,7.741,39.594,6.531,177.762
617,2020,2,San Juan,40.092,8.275,5.509,7.019,8.882,69.777,48.0,194.0,59.113,917.0,4.908,40.0,127,4.43,69.777
618,2020,2,San Luis,8.401,8.357,6,60.935,36.253,113.952,105.0,0.0,11.439,3.585,1.934,60.889,8,35.992,113.952
619,2020,2,Santa Cruz,12.845,16.044,1.027,6.585,2.368,38.869,66.0,0.0,26.938,4.166,6.541,546.0,119,493.0,38.869
620,2020,2,Santa Fe,299.974,381.679,46.698,30.487,19.094,777.932,568.0,2.061,213.054,198.772,96.575,57.236,189.473,20.193,777.932
621,2020,2,Santiago Del Estero,25.917,72.074,355,3.038,4.063,105.447,133.0,1.779,32.557,57.709,5.178,247.0,3.328,4.516,105.447
622,2020,2,Tierra Del Fuego,12.854,26.025,- 0,- 0,310.0,39.189,11.0,0.0,22.325,5.186,3.034,391.0,796,7.446,39.189
623,2020,2,Tucumán,150.084,9.833,55.120,1.357,762.0,217.156,52.0,97.0,49.028,54.537,34.184,2.246,74.377,2.635,217.156
624,2020,3,Buenos Aires,653.930,2.384.557,749.087,94.162,55.541,3.937.277,37.542,31.514,1.113.823,234.71,219.772,194.248,2.085.815,19.853,3.937.277
625,2020,3,Capital Federal,170.375,1.129.573,39.417,3.936,29.374,1.372.675,264.0,312.0,162.222,85.083,68.753,78.028,977.766,247.0,1.372.675
626,2020,3,Catamarca,26.868,3.690,16.857,261,2.228,49.904,63.0,0.0,8.276,8.768,11.195,562.0,18.886,2.154,49.904
627,2020,3,Chaco,45.745,58.825,20.675,6.706,2.003,133.954,308.0,112.0,24.675,21.639,27.546,13.751,38.729,7.194,133.954
628,2020,3,Chubut,45.761,39.386,2.897,23.216,18.767,130.027,158.0,109.0,87.559,22.114,12.217,2.818,1.110,3.942,130.027
629,2020,3,Corrientes,50.858,58.681,2.960,5.513,5.379,123.391,72.0,527.0,35.190,23.315,25.308,8.615,25.344,5.02,123.391
630,2020,3,Córdoba,276.360,430.771,102.217,48.368,9.756,867.472,168.0,3.064,218.599,124.833,84.236,63.823,361.021,11.728,867.472
631,2020,3,Entre Ríos,87.892,106.950,13.954,20.379,12.32,241.495,130.0,2.911,66.648,51.478,40.797,14.377,49.395,15.759,241.495
632,2020,3,Formosa,21.790,10.003,2.000,15.023,393.0,49.209,391.0,151.0,23.163,7.432,7.125,991.0,8.219,1.737,49.209
633,2020,3,Jujuy,32.611,57.682,11.112,952,4.371,106.728,55.0,182.0,32.131,10.566,45.198,293.0,15.238,3.065,106.728
634,2020,3,La Pampa,9.015,56.845,14.677,11.893,1.305,93.735,293.0,810.0,66.695,7.82,5.577,2.189,6.322,4.029,93.735
635,2020,3,La Rioja,17.346,34.984,1,250,35.0,52.616,21.0,1.0,37.105,5.955,4.66,124.0,4.748,2.0,52.616
636,2020,3,Mendoza,91.908,64.672,32.817,17.523,868.0,207.788,58.0,40.0,141.404,12.123,42.433,3.448,8.237,45.0,207.788
637,2020,3,Misiones,50.195,77.989,2.572,3.445,8.985,143.186,71.0,524.0,39.005,24.215,25.942,13.663,30.987,8.779,143.186
638,2020,3,Neuquén,30.222,70.446,11.043,16.787,737.0,129.235,218.0,327.0,60.463,6.561,5.975,5.449,49.439,803.0,129.235
639,2020,3,Río Negro,49.530,40.001,10.381,13.187,18.368,131.467,114.0,466.0,68.986,3.769,7.096,3.455,28.488,19.093,131.467
640,2020,3,Salta,58.216,84.128,25.445,5.764,7.293,180.846,129.0,514.0,32.780,64.736,15.99,7.928,43.773,14.996,180.846
641,2020,3,San Juan,40.092,9.223,5.509,14.023,8.48,77.327,48.0,194.0,65.526,711.0,6.529,41.0,128,4.15,77.327
642,2020,3,San Luis,8.401,10.077,6,61.828,36.253,116.565,105.0,0.0,12.199,3.351,2.666,61.319,8,36.917,116.565
643,2020,3,Santa Cruz,12.845,16.098,1.027,6.938,2.373,39.281,66.0,0.0,26.888,4.015,6.73,629.0,120,833.0,39.281
644,2020,3,Santa Fe,295.051,405.807,45.721,37.112,19.307,802.998,568.0,1.241,213.353,199.381,92.095,58.797,210.562,27.001,802.998
645,2020,3,Santiago Del Estero,26.419,70.720,555,4.185,3.613,105.492,133.0,909.0,33.287,57.418,4.658,292.0,3.994,4.801,105.492
646,2020,3,Tierra Del Fuego,12.854,26.491,- 0,- 0,310.0,39.655,11.0,0.0,22.094,5.414,3.726,481.0,937,6.992,39.655
647,2020,3,Tucumán,149.605,11.752,59.949,1.808,762.0,223.876,52.0,97.0,45.913,54.61,33.126,3.246,84.195,2.637,223.876
648,2020,4,Buenos Aires,635.651,2.441.248,804.991,93.444,57.927,4.033.261,36.939,31.197,1.109.865,242.243,214.171,213.588,2.176.242,9.016,4.033.261
649,2020,4,Capital Federal,163.060,1.142.528,39.890,4.815,29.237,1.379.530,135.0,244.0,160.210,78.123,60.208,80.269,1.000.073,268.0,1.379.530
650,2020,4,Catamarca,26.870,5.115,17.856,322,2.233,52.396,71.0,0.0,8.843,8.74,11.436,591.0,20.406,2.309,52.396
651,2020,4,Chaco,44.332,61.200,23.687,7.997,1.875,139.091,301.0,112.0,24.782,22.479,26.802,15.701,40.949,7.965,139.091
652,2020,4,Chubut,45.703,39.756,3.040,23.363,18.712,130.574,106.0,109.0,88.157,21.824,12.046,2.818,1.112,4.402,130.574
653,2020,4,Corrientes,50.102,61.495,3.146,5.626,5.29,125.659,67.0,527.0,31.900,26.321,25.687,9.383,26.789,4.985,125.659
654,2020,4,Córdoba,267.396,439.322,125.620,52.827,17.536,902.701,119.0,2.386,214.963,135.262,82.221,70.013,384.169,13.568,902.701
655,2020,4,Entre Ríos,85.683,113.670,15.653,20.206,12.169,247.381,105.0,2.911,65.659,53.556,40.755,16.6,53.141,14.654,247.381
656,2020,4,Formosa,21.264,10.789,2.432,15.341,380.0,50.206,56.0,0.0,23.540,7.606,7.181,1.197,8.946,1.68,50.206
657,2020,4,Jujuy,32.850,52.815,15.639,1.077,3.47,105.851,49.0,182.0,23.772,14.379,44.93,446.0,19.282,2.811,105.851
658,2020,4,La Pampa,9.009,58.945,15.432,12.194,1.315,96.895,298.0,554.0,70.184,8.124,6.562,2.396,6.257,2.52,96.895
659,2020,4,La Rioja,17.513,34.984,1,250,30.0,52.778,18.0,1.0,36.906,6.06,4.633,181.0,4.979,0.0,52.778
660,2020,4,Mendoza,91.842,68.364,36.083,18.331,833.0,215.453,28.0,40.0,146.312,11.172,40.396,3.378,11.557,2.57,215.453
661,2020,4,Misiones,49.462,79.855,6.589,4.359,6.896,147.161,51.0,524.0,39.988,26.078,26.445,14.81,32.264,7.001,147.161
662,2020,4,Neuquén,30.468,70.614,13.732,17.689,632.0,133.135,116.0,327.0,56.434,8.478,5.791,5.493,50.776,5.72,133.135
663,2020,4,Río Negro,48.991,42.022,17.826,13.994,18.377,141.210,125.0,466.0,70.305,4.153,13.131,3.512,29.372,20.146,141.210
664,2020,4,Salta,56.659,87.817,30.604,5.858,6.452,187.390,109.0,514.0,41.443,68.829,15.188,8.291,46.697,6.319,187.390
665,2020,4,San Juan,40.072,7.004,6.599,10.468,8.453,72.596,25.0,194.0,61.316,740.0,5.126,332.0,275,4.588,72.596
666,2020,4,San Luis,8.417,11.767,27,63.019,36.205,119.435,58.0,0.0,14.020,3.49,2.688,62.239,22,36.918,119.435
667,2020,4,Santa Cruz,12.347,19.657,1.041,4.659,2.97,40.674,47.0,0.0,27.173,4.382,6.634,1.033,647,758.0,40.674
668,2020,4,Santa Fe,287.271,414.746,62.692,38.712,17.392,820.813,518.0,891.0,206.372,203.793,94.246,65.145,226.246,23.602,820.813
669,2020,4,Santiago Del Estero,26.812,70.522,570,5.169,3.596,106.669,123.0,909.0,34.518,57.59,4.666,411.0,4.520,3.932,106.669
670,2020,4,Tierra Del Fuego,12.853,26.439,6,- 0,316.0,39.614,17.0,0.0,21.881,6.119,3.497,488.0,922,6.69,39.614
671,2020,4,Tucumán,149.322,11.150,68.043,1.834,740.0,231.089,29.0,97.0,44.095,54.334,32.155,4.105,93.594,2.68,231.089
672,2021,1,Buenos Aires,629.679,2.452.056,821.597,98.806,57.864,4.060.002,36.939,31.187,1.108.368,240.52,163.747,222.061,2.246.313,10.867,4.060.002
673,2021,1,Capital Federal,159.805,1.145.093,39.980,5.559,29.236,1.379.673,135.0,244.0,159.662,76.753,56.457,83.255,1.003.041,126.0,1.379.673
674,2021,1,Catamarca,26.316,4.409,18.688,322,2.233,51.968,71.0,0.0,7.423,8.455,10.115,712.0,22.996,2.196,51.968
675,2021,1,Chaco,43.214,61.251,25.426,8.004,1.875,139.770,301.0,112.0,24.357,22.102,27.556,14.496,42.462,8.384,139.770
676,2021,1,Chubut,45.501,40.960,3.444,23.723,18.712,132.340,106.0,109.0,86.986,21.401,15.392,2.844,1.112,4.39,132.340
677,2021,1,Corrientes,49.160,62.876,3.337,5.949,5.303,126.625,67.0,527.0,31.544,26.223,26.169,9.001,27.641,5.453,126.625
678,2021,1,Córdoba,260.350,444.695,134.634,54.137,17.065,910.881,93.0,2.386,211.799,135.092,74.659,71.984,402.191,12.677,910.881
679,2021,1,Entre Ríos,83.688,118.424,16.846,20.836,12.169,251.963,105.0,2.911,67.255,56.06,42.432,15.774,54.600,12.826,251.963
680,2021,1,Formosa,20.663,11.412,2.562,15.669,380.0,50.686,56.0,0.0,22.409,7.569,7.916,1.215,9.579,1.942,50.686
681,2021,1,Jujuy,32.254,54.324,17.322,2.677,3.879,110.456,49.0,175.0,23.735,17.293,40.649,568.0,25.609,2.378,110.456
682,2021,1,La Pampa,8.946,58.711,15.779,12.369,1.3,97.105,298.0,554.0,68.200,7.864,7.611,2.786,7.368,2.424,97.105
683,2021,1,La Rioja,17.363,34.984,1,250,30.0,52.628,18.0,1.0,36.749,5.968,4.604,215.0,5.074,-1.0,52.628
684,2021,1,Mendoza,91.844,69.295,38.619,18.332,833.0,218.923,28.0,40.0,134.386,11.216,52.533,4.061,16.615,44.0,218.923
685,2021,1,Misiones,48.292,82.339,7.064,4.796,6.896,149.387,51.0,524.0,40.949,25.503,27.101,14.05,32.953,8.256,149.387
686,2021,1,Neuquén,30.223,70.457,14.171,17.752,632.0,133.235,116.0,327.0,56.171,8.443,5.903,5.677,50.840,5.758,133.235
687,2021,1,Río Negro,48.777,42.192,17.828,13.994,18.377,141.168,125.0,466.0,70.011,4.187,13.045,3.642,29.589,20.103,141.168
688,2021,1,Salta,54.768,89.187,31.498,5.669,6.452,187.574,109.0,20.0,40.785,68.149,9.164,8.139,54.889,6.319,187.574
689,2021,1,San Juan,40.072,11.589,6.671,11.482,8.453,78.267,25.0,194.0,60.439,858.0,11.494,340.0,276,4.641,78.267
690,2021,1,San Luis,8.417,10.678,28,63.826,36.205,119.154,58.0,0.0,11.889,2.926,4.429,62.913,22,36.917,119.154
691,2021,1,Santa Cruz,12.347,23.089,5.975,4.264,390.0,46.065,50.0,0.0,30.655,8.334,6.987,1.337,647,-1.945,46.065
692,2021,1,Santa Fe,277.012,421.480,70.976,39.140,17.519,826.127,518.0,891.0,201.632,204.458,91.846,65.476,236.924,24.382,826.127
693,2021,1,Santiago Del Estero,26.468,75.849,570,5.158,3.596,111.641,123.0,909.0,33.884,58.464,8.549,700.0,4.868,4.144,111.641
694,2021,1,Tierra Del Fuego,12.853,27.247,6,- 0,316.0,40.422,17.0,0.0,21.379,1.468,4.317,486.0,919,11.836,40.422
695,2021,1,Tucumán,147.199,12.185,69.954,1.834,740.0,231.912,29.0,97.0,42.810,53.416,25.255,4.188,103.437,2.68,231.912
696,2021,2,Buenos Aires,603.255,2.503.830,854.173,113.546,57.547,4.132.351,37.192,31.178,1.096.049,244.001,140.322,236.897,2.337.604,9.108,4.132.351
697,2021,2,Capital Federal,148.989,1.175.097,41.318,5.580,29.371,1.400.355,294.0,603.0,157.558,73.568,43.859,86.655,1.037.752,66.0,1.400.355
698,2021,2,Catamarca,20.305,9.426,22.331,1.449,2.233,55.744,71.0,0.0,7.219,9.091,6.828,4.941,25.388,2.206,55.744
699,2021,2,Chaco,39.826,62.948,27.584,8.018,2.353,140.729,301.0,112.0,23.444,21.574,24.032,16.069,47.239,7.958,140.729
700,2021,2,Chubut,49.271,41.497,6.081,23.682,18.706,139.237,104.0,105.0,89.639,22.605,16.604,3.896,1.112,5.172,139.237
701,2021,2,Corrientes,46.648,67.262,3.731,6.557,5.303,129.501,67.0,645.0,29.419,27.037,24.524,10.059,32.697,5.053,129.501
702,2021,2,Córdoba,239.780,467.782,151.855,55.944,15.519,930.880,99.0,2.452,201.757,136.516,66.95,70.824,442.357,9.925,930.880
703,2021,2,Entre Ríos,77.836,124.957,17.856,23.786,13.197,257.632,107.0,3.024,63.518,55.349,39.468,18.484,61.605,16.077,257.632
704,2021,2,Formosa,19.571,12.509,3.610,15.690,171.0,51.551,381.0,0.0,22.364,7.31,7.46,1.341,11.077,1.618,51.551
705,2021,2,Jujuy,24.738,60.800,19.611,2.731,3.968,111.848,48.0,175.0,24.182,16.577,37.908,607.0,29.950,2.401,111.848
706,2021,2,La Pampa,9.017,57.014,17.132,13.209,1.295,97.667,298.0,554.0,64.146,7.769,8.128,3.399,9.311,4.062,97.667
707,2021,2,La Rioja,11.627,54.255,9.445,6.245,30.0,81.602,18.0,1.0,5.312,5.971,23.298,4.825,42.158,19.0,81.602
708,2021,2,Mendoza,91.503,70.834,44.696,21.811,827.0,229.671,36.0,31.0,137.462,10.886,56.117,4.403,20.686,50.0,229.671
709,2021,2,Misiones,44.960,87.861,10.376,5.317,7.662,156.176,51.0,5.0,41.643,25.907,25.811,16.172,38.308,8.279,156.176
710,2021,2,Neuquén,30.083,72.690,15.619,19.218,640.0,138.250,112.0,327.0,57.713,8.631,5.871,5.943,54.008,5.645,138.250
711,2021,2,Río Negro,48.189,43.761,18.727,15.031,18.376,144.084,125.0,557.0,69.356,3.663,15.019,3.867,31.488,20.009,144.084
712,2021,2,Salta,51.396,96.016,32.050,5.724,6.453,191.639,101.0,20.0,42.543,67.012,7.099,9.654,58.882,6.328,191.639
713,2021,2,San Juan,40.072,12.369,6.673,11.372,8.447,78.933,18.0,333.0,59.989,784.0,12.55,340.0,278,4.641,78.933
714,2021,2,San Luis,8.417,11.308,28,66.860,36.205,122.818,60.0,0.0,11.752,2.703,5.418,65.946,22,36.917,122.818
715,2021,2,Santa Cruz,12.347,22.967,6.328,4.269,3.071,48.982,50.0,0.0,30.595,8.463,6.888,1.575,676,735.0,48.982
716,2021,2,Santa Fe,256.741,431.915,90.424,43.997,17.523,840.600,467.0,896.0,202.018,204.077,80.452,75.195,262.124,15.371,840.600
717,2021,2,Santiago Del Estero,20.734,83.770,909,5.081,3.596,114.090,123.0,909.0,32.034,62.224,10.359,811.0,6.064,1.566,114.090
718,2021,2,Tierra Del Fuego,12.853,22.504,6,14,316.0,35.693,17.0,0.0,21.335,6.913,4.58,476.0,889,1.483,35.693
719,2021,2,Tucumán,110.429,48.359,71.683,1.837,743.0,233.051,32.0,97.0,40.224,51.648,23.732,5.022,109.616,2.68,233.051
720,2021,3,Buenos Aires,585.729,2.595.485,885.613,120.228,64.554,4.251.609,37.193,31.149,1.108.940,248.153,141.383,192.797,2.482.266,9.728,4.251.609
721,2021,3,Capital Federal,142.902,1.192.107,42.966,6.059,29.371,1.413.405,295.0,603.0,156.978,67.013,39.785,73.502,1.075.229,0.0,1.413.405
722,2021,3,Catamarca,18.413,11.709,22.331,1.568,2.233,56.254,71.0,0.0,6.755,8.428,10.517,1.659,26.618,2.206,56.254
723,2021,3,Chaco,38.258,63.659,27.583,8.018,2.353,139.871,301.0,112.0,22.545,20.986,23.852,14.412,49.705,7.958,139.871
724,2021,3,Chubut,49.269,55.794,8.946,23.376,18.681,156.066,104.0,105.0,89.168,26.281,18.538,5.32,1.643,14.907,156.066
725,2021,3,Corrientes,44.805,69.403,7.542,6.766,5.303,133.819,67.0,645.0,29.629,28.478,24.792,9.687,35.468,5.053,133.819
726,2021,3,Córdoba,229.275,477.223,167.495,57.617,15.178,946.788,99.0,2.452,204.989,141.285,65.05,47.198,476.459,9.256,946.788
727,2021,3,Entre Ríos,74.443,128.752,20.485,23.500,13.195,260.375,107.0,3.024,61.354,59.776,39.114,16.284,67.961,12.755,260.375
728,2021,3,Formosa,18.093,14.111,4.730,15.690,171.0,52.795,381.0,0.0,22.778,7.142,6.978,1.192,12.707,1.617,52.795
729,2021,3,Jujuy,23.554,60.758,19.926,2.952,3.968,111.158,48.0,175.0,23.884,16.417,37.755,561.0,29.917,2.401,111.158
730,2021,3,La Pampa,9.015,57.881,17.817,14.479,1.295,100.487,298.0,313.0,65.063,7.395,8.737,4.023,10.506,4.152,100.487
731,2021,3,La Rioja,11.329,54.744,9.444,6.613,30.0,82.160,18.0,1.0,5.366,5.979,23.315,4.868,42.613,0.0,82.160
732,2021,3,Mendoza,91.474,71.247,70.579,21.811,828.0,255.939,36.0,31.0,151.871,12.64,62.628,7.596,21.087,50.0,255.939
733,2021,3,Misiones,43.230,89.469,10.969,7.198,7.662,158.528,51.0,5.0,41.932,25.099,26.079,14.792,42.291,8.279,158.528
734,2021,3,Neuquén,29.650,73.794,16.455,19.270,640.0,139.809,112.0,327.0,57.441,8.566,6.234,3.631,57.919,5.579,139.809
735,2021,3,Río Negro,47.934,44.519,18.725,15.031,18.376,144.585,125.0,557.0,68.991,3.73,14.88,2.282,34.011,20.009,144.585
736,2021,3,Salta,49.212,98.318,36.126,5.724,6.453,195.833,101.0,20.0,41.431,70.104,6.962,3.878,67.010,6.327,195.833
737,2021,3,San Juan,40.072,12.922,6.670,11.372,8.447,79.483,18.0,333.0,59.873,752.0,13.25,338.0,278,4.641,79.483
738,2021,3,San Luis,8.417,11.884,27,68.856,28.68,117.864,60.0,0.0,11.552,2.405,6.491,67.942,22,29.392,117.864
739,2021,3,Santa Cruz,12.347,22.961,6.328,4.269,3.071,48.976,50.0,0.0,30.561,8.365,6.799,1.788,678,735.0,48.976
740,2021,3,Santa Fe,245.929,443.156,93.412,43.447,15.64,841.584,467.0,579.0,193.207,201.25,83.941,55.08,290.793,16.267,841.584
741,2021,3,Santiago Del Estero,19.939,85.535,909,6.147,2.928,115.458,123.0,909.0,32.752,61.838,11.274,801.0,6.863,898.0,115.458
742,2021,3,Tierra Del Fuego,12.853,36.958,6,16,390.0,50.223,17.0,0.0,23.723,13.397,9.782,1.433,976,895.0,50.223
743,2021,3,Tucumán,104.489,53.868,70.964,2.408,743.0,232.472,32.0,97.0,39.446,50.293,21.986,5.3,115.154,164.0,232.472
744,2021,4,Buenos Aires,426.325,2.706.506,1.176.024,126.887,73.415,4.509.157,37.821,11.026,352.950,331.292,297.296,196.021,3.259.793,22.958,4.509.157
745,2021,4,Capital Federal,111.360,1.205.128,60.005,5.679,29.947,1.412.119,563.0,1.695,47.133,81.899,66.135,66.755,1.147.939,0.0,1.412.119
746,2021,4,Catamarca,16.385,13.858,25.100,1.512,2.235,59.090,71.0,0.0,6.038,7.855,9.804,3.262,29.827,2.233,59.090
747,2021,4,Chaco,35.548,63.145,34.688,8.005,2.359,143.745,461.0,112.0,18.845,22.678,21.937,13.692,58.435,7.585,143.745
748,2021,4,Chubut,46.361,57.412,9.655,28.041,18.839,160.308,126.0,1.294,63.698,39.568,31.175,5.78,2.904,15.763,160.308
749,2021,4,Corrientes,42.523,71.183,10.138,6.778,5.29,135.912,67.0,645.0,28.830,26.368,22.922,10.087,39.911,7.082,135.912
750,2021,4,Córdoba,212.011,487.489,217.214,61.277,8.779,986.770,100.0,2.479,184.548,130.892,76.246,41.198,538.700,12.607,986.770
751,2021,4,Entre Ríos,70.459,133.387,23.452,25.022,12.726,265.046,107.0,3.024,56.043,49.636,38.295,24.068,77.290,16.583,265.046
752,2021,4,Formosa,17.211,15.111,5.151,16.018,172.0,53.663,84.0,0.0,22.908,6.983,6.811,1.135,13.775,1.967,53.663
753,2021,4,Jujuy,22.330,60.511,24.156,2.927,3.991,113.915,58.0,175.0,22.446,16.793,38.134,564.0,33.421,2.324,113.915
754,2021,4,La Pampa,8.175,58.000,20.192,19.286,1.354,107.007,301.0,493.0,64.840,9.082,12.259,4.821,12.184,3.027,107.007
755,2021,4,La Rioja,10.387,56.651,9.446,6.613,31.0,83.128,18.0,1.0,5.018,5.437,23.559,5.671,43.424,0.0,83.128
756,2021,4,Mendoza,59.842,71.553,109.667,24.666,1.859,267.587,156.0,1.463,66.428,30.308,75.214,18.621,75.031,366.0,267.587
757,2021,4,Misiones,41.778,92.068,22.035,7.649,7.602,171.132,51.0,5.0,41.916,23.554,26.721,15.954,54.596,8.335,171.132
758,2021,4,Neuquén,29.175,72.761,23.253,21.531,746.0,147.466,140.0,940.0,42.313,13.264,10.515,3.31,69.217,7.767,147.466
759,2021,4,Río Negro,42.037,44.495,32.212,16.558,18.451,153.753,156.0,1.174,38.373,19.878,31.255,4.13,36.142,22.645,153.753
760,2021,4,Salta,46.972,99.808,39.555,5.882,7.188,199.405,114.0,20.0,40.673,69.324,6.642,3.535,72.622,6.475,199.405
761,2021,4,San Juan,35.868,13.102,11.072,11.423,8.493,79.958,44.0,1.442,28.906,10.955,23.978,398.0,9.800,4.435,79.958
