,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos telefonía fija por cada 100 hab,Accesos telefonía fija por cada 100 hogares,Accesos TV por suscripción por cada 100 hab,Accesos TV por suscripción por cada 100 hogares
776,2022,1,Formosa,"34,96","5,6","22,02","10,97","43,10"
777,2022,1,Jujuy,"58,06","6,34","24,8","14,01","54,78"
778,2022,1,La Pampa,"91,66","20,16","61,18","21,65","65,70"
779,2022,1,La Rioja,"78,77","7,02","26,37","5,91","22,19"
780,2022,1,Mendoza,"48,74","9,89","35,44","5,96","21,37"
781,2022,1,Misiones,"49,04","7,27","26,68","10,88","39,96"
782,2022,1,Neuquén,"74,17","11,21","37,66","11,21","37,67"
783,2022,1,Río Negro,"67,04","11,16","36,28","14,13","45,94"
784,2022,1,Salta,"56,11","7,69","31,76","14,86","61,35"
785,2022,1,San Juan,"43,55","9,61","37,71","4,34","17,02"
786,2022,1,San Luis,"80,72","6,8","23,74","8,96","31,32"
787,2022,1,Santa Cruz,"43,34","7,43","24,98","10,98","36,90"
788,2022,1,Santa Fe,"77,3","17,84","56,72","20,78","66,10"
789,2022,1,Santiago Del Estero,"47,17","6,93","27,91","14,63","58,96"
790,2022,1,Tierra Del Fuego,"98,29","12,54","42,3","23,68","79,88"
791,2022,1,Tucumán,"57,39","10,96","44,25","6,92","27,93"
